Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Segment,Country,City,State,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Order_Year,Order_Month,Profit_Margin
CA-2017-111556,11/20/2017,11/22/2017,First Class,CD-11920,Consumer,United States,New York City,New York,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,46.76,7.00,0.00,22.44,2017,November,0.48
CA-2017-111556,11/20/2017,11/22/2017,First Class,CD-11920,Consumer,United States,New York City,New York,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",183.97,2.00,0.20,-25.30,2017,November,-0.14
CA-2017-111556,11/20/2017,11/22/2017,First Class,CD-11920,Consumer,United States,New York City,New York,East,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1259.97,3.00,0.00,327.59,2017,November,0.26
CA-2017-111556,11/20/2017,11/22/2017,First Class,CD-11920,Consumer,United States,New York City,New York,East,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,68.97,3.00,0.00,19.31,2017,November,0.28
CA-2016-108868,9/8/2016,9/12/2016,Standard Class,KB-16585,Corporate,United States,Dallas,Texas,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.37,2.00,0.20,6.16,2016,September,0.09
CA-2016-108868,9/8/2016,9/12/2016,Standard Class,KB-16585,Corporate,United States,Dallas,Texas,Central,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",59.96,5.00,0.20,21.74,2016,September,0.36
CA-2014-142965,7/20/2014,7/20/2014,Same Day,SW-20245,Consumer,United States,Springfield,Ohio,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,25.98,1.00,0.20,-5.20,2014,July,-0.20
CA-2014-142965,7/20/2014,7/20/2014,Same Day,SW-20245,Consumer,United States,Springfield,Ohio,East,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.36,3.00,0.70,-21.89,2014,July,-0.80
CA-2016-148740,11/15/2016,11/19/2016,Standard Class,AH-10690,Corporate,United States,San Diego,California,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.38,2.00,0.20,27.10,2016,November,0.08
US-2014-138758,7/7/2014,7/11/2014,Standard Class,JL-15835,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",172.19,2.00,0.30,-46.74,2014,July,-0.27
US-2014-138758,7/7/2014,7/11/2014,Standard Class,JL-15835,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",69.01,2.00,0.20,12.08,2014,July,0.18
CA-2016-131737,3/17/2016,3/17/2016,Same Day,GZ-14470,Consumer,United States,Columbia,Maryland,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",199.90,5.00,0.00,89.96,2016,March,0.45
CA-2016-131737,3/17/2016,3/17/2016,Same Day,GZ-14470,Consumer,United States,Columbia,Maryland,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95,3.00,0.00,297.64,2016,March,0.33
CA-2016-131737,3/17/2016,3/17/2016,Same Day,GZ-14470,Consumer,United States,Columbia,Maryland,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,971.50,5.00,0.00,252.59,2016,March,0.26
CA-2016-114538,12/26/2016,12/27/2016,First Class,RC-19825,Consumer,United States,Colorado Springs,Colorado,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,11.33,2.00,0.20,2.55,2016,December,0.23
CA-2014-127936,9/2/2014,9/4/2014,First Class,CL-12565,Consumer,United States,New York City,New York,East,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,21.24,3.00,0.00,8.07,2014,September,0.38
CA-2015-164336,7/5/2015,7/10/2015,Standard Class,MW-18220,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,34.80,3.00,0.20,2.18,2015,July,0.06
CA-2015-164336,7/5/2015,7/10/2015,Standard Class,MW-18220,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.98,3.00,0.20,-2.44,2015,July,-0.06
CA-2016-100041,11/20/2016,11/25/2016,Standard Class,BF-10975,Corporate,United States,Columbus,Indiana,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",9.08,2.00,0.00,4.09,2016,November,0.45
CA-2016-100041,11/20/2016,11/25/2016,Standard Class,BF-10975,Corporate,United States,Columbus,Indiana,Central,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,314.55,3.00,0.00,150.98,2016,November,0.48
CA-2016-100041,11/20/2016,11/25/2016,Standard Class,BF-10975,Corporate,United States,Columbus,Indiana,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.91,1.00,0.00,2.31,2016,November,0.47
US-2014-154879,5/6/2014,5/11/2014,Standard Class,SN-20710,Home Office,United States,Los Angeles,California,West,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,5.78,2.00,0.00,2.72,2014,May,0.47
US-2014-154879,5/6/2014,5/11/2014,Standard Class,SN-20710,Home Office,United States,Los Angeles,California,West,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,107.94,6.00,0.00,30.22,2014,May,0.28
CA-2014-130624,6/21/2014,6/24/2014,First Class,TB-21280,Consumer,United States,New York City,New York,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3.00,0.00,9.04,2014,June,0.46
CA-2014-130624,6/21/2014,6/24/2014,First Class,TB-21280,Consumer,United States,New York City,New York,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,617.97,3.00,0.00,160.67,2014,June,0.26
CA-2014-130624,6/21/2014,6/24/2014,First Class,TB-21280,Consumer,United States,New York City,New York,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",59.70,3.00,0.00,26.87,2014,June,0.45
CA-2017-132339,8/19/2017,8/23/2017,Standard Class,JB-15400,Corporate,United States,Lawrence,Massachusetts,East,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,387.99,1.00,0.00,182.36,2017,August,0.47
CA-2014-153983,11/29/2014,12/6/2014,Standard Class,AH-10210,Consumer,United States,San Francisco,California,West,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2.00,0.20,71.99,2014,November,0.13
CA-2014-153983,11/29/2014,12/6/2014,Standard Class,AH-10210,Consumer,United States,San Francisco,California,West,OFF-FA-10003495,Office Supplies,Fasteners,Staples,30.40,5.00,0.00,15.20,2014,November,0.50
CA-2017-112900,4/9/2017,4/12/2017,Second Class,KL-16645,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,478.24,8.00,0.00,219.99,2017,April,0.46
CA-2014-160157,12/20/2014,12/27/2014,Standard Class,MH-17455,Consumer,United States,Hamilton,Ohio,East,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,190.85,3.00,0.20,-21.47,2014,December,-0.11
CA-2014-139633,12/17/2014,12/24/2014,Standard Class,EC-14050,Consumer,United States,Columbus,Ohio,East,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,5.48,4.00,0.70,-4.02,2014,December,-0.73
CA-2015-163090,11/17/2015,11/21/2015,Second Class,GH-14665,Consumer,United States,Chicago,Illinois,Central,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,40.92,5.00,0.20,3.07,2015,November,0.08
CA-2014-117016,3/4/2014,3/9/2014,Standard Class,SC-20095,Consumer,United States,Margate,Florida,South,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",15.55,3.00,0.20,2.33,2014,March,0.15
CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355,Corporate,United States,Sandy Springs,Georgia,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",17.24,2.00,0.00,4.48,2017,May,0.26
CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355,Corporate,United States,Sandy Springs,Georgia,South,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,302.94,3.00,0.00,75.74,2017,May,0.25
CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355,Corporate,United States,Sandy Springs,Georgia,South,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,34.75,5.00,0.00,15.64,2017,May,0.45
CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355,Corporate,United States,Sandy Springs,Georgia,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6.00,0.00,54.69,2017,May,0.48
CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355,Corporate,United States,Sandy Springs,Georgia,South,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,55.98,2.00,0.00,15.67,2017,May,0.28
US-2017-103226,9/22/2017,9/28/2017,Standard Class,DW-13195,Corporate,United States,Albuquerque,New Mexico,West,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,27.18,3.00,0.00,12.23,2017,September,0.45
CA-2017-119452,3/21/2017,3/27/2017,Standard Class,CL-12565,Consumer,United States,Tulsa,Oklahoma,Central,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",1805.88,6.00,0.00,523.71,2017,March,0.29
CA-2017-147725,9/14/2017,9/14/2017,Same Day,LT-17110,Consumer,United States,Orange,New Jersey,East,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,3.00,0.00,18.45,2017,September,0.26
CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915,Consumer,United States,Henderson,Kentucky,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,20.00,4.00,0.00,9.60,2016,November,0.48
CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915,Consumer,United States,Henderson,Kentucky,South,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3.00,0.00,2.07,2016,November,0.26
CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915,Consumer,United States,Henderson,Kentucky,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.10,5.00,0.00,9.16,2016,November,0.38
CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915,Consumer,United States,Henderson,Kentucky,South,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,8.75,1.00,0.00,2.63,2016,November,0.30
CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915,Consumer,United States,Henderson,Kentucky,South,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,842.94,3.00,0.00,160.16,2016,November,0.19
CA-2016-163398,5/3/2016,5/8/2016,Standard Class,CB-12415,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2.18,1.00,0.80,-3.60,2016,May,-1.65
CA-2016-163398,5/3/2016,5/8/2016,Standard Class,CB-12415,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10003217,Office Supplies,Art,Newell 316,27.38,7.00,0.20,2.74,2016,May,0.10
CA-2016-163398,5/3/2016,5/8/2016,Standard Class,CB-12415,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,26.41,3.00,0.80,-71.30,2016,May,-2.70
CA-2016-162726,12/27/2016,1/2/2017,Standard Class,MT-17815,Consumer,United States,Port Arthur,Texas,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,10.37,2.00,0.20,3.63,2016,December,0.35
CA-2016-162726,12/27/2016,1/2/2017,Standard Class,MT-17815,Consumer,United States,Port Arthur,Texas,Central,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.68,4.00,0.20,7.40,2016,December,0.31
US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,Consumer,United States,Westland,Michigan,Central,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,109.95,1.00,0.00,36.28,2016,July,0.33
US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,Consumer,United States,Westland,Michigan,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,965.85,5.00,0.00,135.22,2016,July,0.14
US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,Consumer,United States,Westland,Michigan,Central,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,29.20,5.00,0.00,10.51,2016,July,0.36
US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,Consumer,United States,Westland,Michigan,Central,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,32.40,5.00,0.00,15.55,2016,July,0.48
US-2014-147704,11/16/2014,11/21/2014,Standard Class,SR-20740,Home Office,United States,Bloomington,Indiana,Central,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5.00,0.00,36.82,2014,November,0.47
US-2014-147704,11/16/2014,11/21/2014,Standard Class,SR-20740,Home Office,United States,Bloomington,Indiana,Central,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,31.68,6.00,0.00,14.26,2014,November,0.45
US-2014-147704,11/16/2014,11/21/2014,Standard Class,SR-20740,Home Office,United States,Bloomington,Indiana,Central,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,29.12,4.00,0.00,14.27,2014,November,0.49
US-2014-147704,11/16/2014,11/21/2014,Standard Class,SR-20740,Home Office,United States,Bloomington,Indiana,Central,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",169.45,5.00,0.00,42.36,2014,November,0.25
CA-2015-121965,6/19/2015,6/23/2015,Standard Class,LH-17155,Consumer,United States,Los Angeles,California,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,12.56,2.00,0.00,4.02,2015,June,0.32
CA-2015-121965,6/19/2015,6/23/2015,Standard Class,LH-17155,Consumer,United States,Los Angeles,California,West,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,6.48,1.00,0.00,3.11,2015,June,0.48
CA-2015-121965,6/19/2015,6/23/2015,Standard Class,LH-17155,Consumer,United States,Los Angeles,California,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3.00,0.00,87.74,2015,June,0.47
CA-2016-147137,7/4/2016,7/6/2016,First Class,AA-10645,Consumer,United States,San Francisco,California,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.40,5.00,0.00,8.64,2016,July,0.34
CA-2016-147137,7/4/2016,7/6/2016,First Class,AA-10645,Consumer,United States,San Francisco,California,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",43.96,2.00,0.00,20.66,2016,July,0.47
CA-2016-147137,7/4/2016,7/6/2016,First Class,AA-10645,Consumer,United States,San Francisco,California,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.17,5.00,0.15,225.74,2016,July,0.18
CA-2016-147137,7/4/2016,7/6/2016,First Class,AA-10645,Consumer,United States,San Francisco,California,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4.00,0.00,0.56,2016,July,0.02
US-2015-146745,9/3/2015,9/8/2015,Standard Class,AS-10630,Home Office,United States,San Francisco,California,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,129.57,2.00,0.20,-12.96,2015,September,-0.10
US-2015-146745,9/3/2015,9/8/2015,Standard Class,AS-10630,Home Office,United States,San Francisco,California,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",6.37,2.00,0.20,2.15,2015,September,0.34
CA-2017-115175,8/7/2017,8/12/2017,Standard Class,MC-17575,Consumer,United States,San Jose,California,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,244.55,5.00,0.00,114.94,2017,August,0.47
CA-2017-105851,3/13/2017,3/20/2017,Standard Class,SE-20110,Consumer,United States,Denver,Colorado,West,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1332.50,2.00,0.20,-299.81,2017,March,-0.23
US-2017-125717,9/28/2017,10/1/2017,First Class,DS-13030,Home Office,United States,Aurora,Colorado,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,32.78,1.00,0.20,3.28,2017,September,0.10
US-2017-125717,9/28/2017,10/1/2017,First Class,DS-13030,Home Office,United States,Aurora,Colorado,West,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.18,2.00,0.20,-29.44,2017,September,-0.20
US-2017-125717,9/28/2017,10/1/2017,First Class,DS-13030,Home Office,United States,Aurora,Colorado,West,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.38,2.00,0.20,1.36,2017,September,0.03
US-2017-125717,9/28/2017,10/1/2017,First Class,DS-13030,Home Office,United States,Aurora,Colorado,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,76.78,4.00,0.70,-58.86,2017,September,-0.77
US-2017-125717,9/28/2017,10/1/2017,First Class,DS-13030,Home Office,United States,Aurora,Colorado,West,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,14.35,3.00,0.20,5.20,2017,September,0.36
US-2017-125717,9/28/2017,10/1/2017,First Class,DS-13030,Home Office,United States,Aurora,Colorado,West,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,209.79,2.00,0.20,26.22,2017,September,0.13
CA-2015-163895,8/7/2015,8/11/2015,Standard Class,NS-18640,Corporate,United States,Boise,Idaho,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",3.30,1.00,0.20,1.12,2015,August,0.34
CA-2017-168641,11/24/2017,12/1/2017,Standard Class,KA-16525,Consumer,United States,New York City,New York,East,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",16.38,9.00,0.00,7.37,2017,November,0.45
CA-2017-168641,11/24/2017,12/1/2017,Standard Class,KA-16525,Consumer,United States,New York City,New York,East,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,167.96,2.00,0.00,78.94,2017,November,0.47
CA-2017-168641,11/24/2017,12/1/2017,Standard Class,KA-16525,Consumer,United States,New York City,New York,East,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,321.57,2.00,0.20,-16.08,2017,November,-0.05
CA-2017-168641,11/24/2017,12/1/2017,Standard Class,KA-16525,Consumer,United States,New York City,New York,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,12.96,2.00,0.00,6.22,2017,November,0.48
CA-2017-156895,5/8/2017,5/12/2017,Standard Class,DJ-13510,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128.06,3.00,0.30,-23.78,2017,May,-0.19
CA-2017-121300,9/29/2017,9/29/2017,Same Day,MG-17680,Home Office,United States,Mentor,Ohio,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",63.69,1.00,0.30,-15.47,2017,September,-0.24
CA-2017-121300,9/29/2017,9/29/2017,Same Day,MG-17680,Home Office,United States,Mentor,Ohio,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,239.98,3.00,0.20,65.99,2017,September,0.28
CA-2017-121300,9/29/2017,9/29/2017,Same Day,MG-17680,Home Office,United States,Mentor,Ohio,East,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,344.22,2.00,0.40,-189.32,2017,September,-0.55
CA-2017-121300,9/29/2017,9/29/2017,Same Day,MG-17680,Home Office,United States,Mentor,Ohio,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,15.55,3.00,0.20,5.44,2017,September,0.35
CA-2017-121300,9/29/2017,9/29/2017,Same Day,MG-17680,Home Office,United States,Mentor,Ohio,East,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,21.25,4.00,0.20,7.44,2017,September,0.35
CA-2017-121300,9/29/2017,9/29/2017,Same Day,MG-17680,Home Office,United States,Mentor,Ohio,East,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,8.45,2.00,0.20,2.64,2017,September,0.31
CA-2017-130211,10/22/2017,10/22/2017,Same Day,BD-11620,Consumer,United States,Lawton,Oklahoma,Central,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,333.09,3.00,0.00,23.32,2017,October,0.07
CA-2017-130211,10/22/2017,10/22/2017,Same Day,BD-11620,Consumer,United States,Lawton,Oklahoma,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,248.98,2.00,0.00,54.78,2017,October,0.22
CA-2014-147235,3/24/2014,3/28/2014,Standard Class,CD-11920,Consumer,United States,New York City,New York,East,OFF-PA-10004948,Office Supplies,Paper,Xerox 190,24.90,5.00,0.00,11.70,2014,March,0.47
CA-2016-109365,11/3/2016,11/8/2016,Standard Class,XP-21865,Consumer,United States,Los Angeles,California,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,15.26,7.00,0.00,5.04,2016,November,0.33
CA-2016-109365,11/3/2016,11/8/2016,Standard Class,XP-21865,Consumer,United States,Los Angeles,California,West,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,43.32,2.00,0.00,14.30,2016,November,0.33
CA-2016-109365,11/3/2016,11/8/2016,Standard Class,XP-21865,Consumer,United States,Los Angeles,California,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",43.58,12.00,0.20,15.80,2016,November,0.36
CA-2016-109365,11/3/2016,11/8/2016,Standard Class,XP-21865,Consumer,United States,Los Angeles,California,West,OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,116.28,3.00,0.00,56.98,2016,November,0.49
CA-2016-109365,11/3/2016,11/8/2016,Standard Class,XP-21865,Consumer,United States,Los Angeles,California,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.30,2.00,0.20,3.02,2016,November,0.33
CA-2016-109365,11/3/2016,11/8/2016,Standard Class,XP-21865,Consumer,United States,Los Angeles,California,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3.00,0.00,9.33,2016,November,0.48
CA-2016-109365,11/3/2016,11/8/2016,Standard Class,XP-21865,Consumer,United States,Los Angeles,California,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,3.00,0.00,150.98,2016,November,0.48
CA-2015-162621,9/5/2015,9/11/2015,Standard Class,CA-12055,Home Office,United States,Houston,Texas,Central,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",16.27,5.00,0.80,-25.22,2015,September,-1.55
CA-2015-162621,9/5/2015,9/11/2015,Standard Class,CA-12055,Home Office,United States,Houston,Texas,Central,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,69.12,9.00,0.20,-14.69,2015,September,-0.21
CA-2015-162621,9/5/2015,9/11/2015,Standard Class,CA-12055,Home Office,United States,Houston,Texas,Central,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",4.47,3.00,0.80,-7.82,2015,September,-1.75
CA-2017-105921,8/14/2017,8/21/2017,Standard Class,JM-15250,Consumer,United States,Los Angeles,California,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,418.30,3.00,0.20,5.23,2017,August,0.01
CA-2014-150798,12/1/2014,12/3/2014,Second Class,JK-15730,Consumer,United States,Columbus,Ohio,East,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,659.99,2.00,0.40,110.00,2014,December,0.17
CA-2014-150798,12/1/2014,12/3/2014,Second Class,JK-15730,Consumer,United States,Columbus,Ohio,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",8.13,2.00,0.20,1.42,2014,December,0.18
CA-2014-150798,12/1/2014,12/3/2014,Second Class,JK-15730,Consumer,United States,Columbus,Ohio,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,36.29,7.00,0.20,12.70,2014,December,0.35
CA-2014-150798,12/1/2014,12/3/2014,Second Class,JK-15730,Consumer,United States,Columbus,Ohio,East,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,909.72,6.00,0.30,-51.98,2014,December,-0.06
CA-2017-112753,6/18/2017,6/23/2017,Standard Class,CC-12670,Consumer,United States,Los Angeles,California,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",917.92,9.00,0.15,75.59,2017,June,0.08
CA-2017-112753,6/18/2017,6/23/2017,Standard Class,CC-12670,Consumer,United States,Los Angeles,California,West,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,38.88,6.00,0.00,19.05,2017,June,0.49
CA-2017-155075,12/2/2017,12/9/2017,Standard Class,GW-14605,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,631.18,4.00,0.70,-462.86,2017,December,-0.73
CA-2014-103401,11/21/2014,11/26/2014,Standard Class,GR-14560,Corporate,United States,San Francisco,California,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,12.96,2.00,0.00,6.22,2014,November,0.48
CA-2016-124814,4/10/2016,4/16/2016,Standard Class,FM-14215,Corporate,United States,Bakersfield,California,West,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,12.96,2.00,0.00,6.22,2016,April,0.48
CA-2016-124814,4/10/2016,4/16/2016,Standard Class,FM-14215,Corporate,United States,Bakersfield,California,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.20,5.00,0.20,8.12,2016,April,0.35
